math_accuracy,aptitude_accuracy,cs_accuracy,time_taken,attempts,gate_score,cleared_cutoff
46.471841988211935,57.114510144986625,70.02641359635632,2411.2726907054957,9,63.49191888508605,1
25.084668022881893,92.73761646892481,79.76626137032231,1839.4887036479183,2,74.91798532909517,1
44.878585737252976,63.09614383621714,37.497111112523136,1768.6418115204485,15,44.03811880580656,1
46.014665762139764,59.82500064274322,24.795464068904664,2797.2701409798437,10,36.499233842005594,0
78.36849426704512,28.437895996530447,30.477899439533928,4245.696713841331,15,33.03880431343182,0
71.00459770841705,72.54240837794353,68.47975738168203,1588.7432841046714,10,68.20672475549887,1
90.97701940610612,85.76825284801804,87.95571249805884,4004.6214102756867,17,90.68128747526389,1
57.777194012955945,50.43360060060499,23.59974569883395,701.5191520771982,9,29.94838148735287,0
29.567539675064136,82.0489480740262,78.7321007233317,2610.8782943229407,18,73.46624573448308,1
77.0595829778396,97.15813231206494,47.305491676004166,4324.152312973377,4,61.51450246831809,1
80.8628038893518,36.30131673021513,58.2822695935618,2225.9181877172705,9,58.315527117695375,1
64.9021758055597,61.866370495579304,94.30876398764525,3305.9380869379174,16,82.18848736220949,1
81.67737439636488,42.971036646766045,46.557720378867636,1583.9003175643718,4,51.0446265652765,1
59.50364770915126,83.42835352270714,57.22695471515888,4161.577877405627,16,64.41603116030741,1
61.818626350559526,66.2074692704926,21.09459318085449,850.9396956900462,19,37.048164320266785,0
54.20328146868397,70.76659340402429,26.52789760038707,4692.204695402402,1,37.730770304732566,0
22.033530139527613,83.83313276927153,40.68732729078272,1551.3426548240072,6,42.406653162438246,1
28.631314159464356,51.677637812996394,22.228179265685952,4797.110552199988,10,31.082862669948096,0
22.51433485493874,93.20720547256346,70.51002608386008,2292.140358242483,16,68.3570950660468,1
70.91283290110243,62.6423093796912,54.111868544129806,4068.881157477536,4,56.08855938565616,1
45.148478486106136,32.63638582682784,63.85161621824176,2132.2814293737047,13,57.04889894199034,1
60.685655293176225,75.67192945350419,33.971774871706366,4948.376021926309,16,44.827377084152836,1
92.60531791408744,83.46090803506036,43.67456235492929,1207.858202488197,6,55.70853733772356,1
39.94337833191,45.34093416540213,73.10595798821801,1456.894988508474,11,64.66303109577885,1
52.830633842850375,88.57434055990024,97.22421789043199,2966.544600762251,3,91.48007235996273,1
80.4440910834439,92.4914603812613,24.033341888176736,993.3045073831014,10,42.171173643901014,1
38.3038532393298,42.15235899022471,91.23074566842129,1540.7048865684574,1,78.3464919855042,1
26.158392786303438,98.68171781721776,66.15049610489667,5130.078634617669,11,61.52065472531552,1
43.180116233101444,31.256922243900675,65.1135653404499,5287.150373509859,12,61.18158549610698,1
32.897702980320354,36.1612534721992,60.02228281662083,2406.0447807860255,14,52.48914397947187,1
94.37581218740584,34.73798713904209,25.55152687233467,5031.772900866891,8,39.3991806992087,0
84.64963036515336,91.51917680062964,27.19014813889285,3215.158443232472,11,45.89564774516185,1
70.67230052083389,72.34340418599695,68.07296045272689,1894.7638361940817,4,67.45638278921949,1
89.71684721501742,32.16834265778183,47.27668571484466,3971.5138611868733,7,51.30370523399214,1
84.29376615192916,55.22587346946792,93.38144532621445,3762.7286715593145,10,82.47601563575715,1
34.925604710882865,69.22384200558416,52.52724298875778,5347.80153172192,19,53.768260961026115,1
91.40471987919823,26.677126799150663,31.46251669621129,1872.2269795645598,4,40.123567846389875,1
63.147379353252056,90.5933094725871,77.17750668016288,3825.88561277633,2,76.7022436830534,1
84.595212413125,84.28828283532282,43.46827371528079,849.7140241413451,18,57.265715030115,1
91.68730399387945,60.41654188613106,62.03762458847145,1145.5009857442533,14,66.31696061711797,1
45.44027799774911,97.37012922073363,75.8266228404136,618.8081997652477,16,75.71385681562708,1
28.80415396221414,53.420878342007974,92.02112889616564,5397.411269086431,11,78.67317823070955,1
38.234813003355335,98.72882552291982,83.37529558413408,4450.913746307893,10,77.80879640884432,1
54.1686230901005,73.43359990429016,74.10888542981793,4376.270470720996,17,69.3457326852475,1
85.44118127379944,70.77370186031531,74.37065459161148,3046.6851613832628,14,72.04657053474031,1
88.85844666050747,33.2763916236628,95.67397152256692,2040.3219979461117,4,85.53712740607808,1
20.556170442495258,90.55422066437151,43.66592779972288,1326.0685654208444,19,48.1369027027374,1
60.85978420620526,54.19917503364921,20.08896753569499,1966.4387464630256,2,28.673890363986583,0
53.39288025190232,32.97867246259835,41.7563647518559,2404.6618652598677,7,45.02594792953093,1
37.76862483765842,21.00860159806072,37.43131037013952,4230.288465505411,9,33.37383028175009,0
29.589229386694626,64.7804546910706,72.94676680911985,3190.3765867351317,19,61.01118919459768,1
47.00921371229023,62.19196976981411,70.69692798124233,971.9214074663169,16,68.85767290896993,1
95.43277631300154,77.54828978953269,67.4769106163779,686.5392430027788,16,69.23496734687498,1
45.856234561660415,91.22064424142417,21.299475456756298,1091.194461763503,18,37.39952218695894,0
61.50324973946929,26.352526771442363,78.3022443560518,2570.393825747421,11,69.43217656762471,1
76.24151671161422,78.51971922722899,45.88243299883932,5079.326001835288,7,55.97099669245377,1
49.09036819034352,34.99295552780658,73.2044791205305,3659.5319098042637,9,62.81008404566072,1
97.74256661767686,88.65416425257311,64.52627428017226,4448.764319402473,4,74.13349621570923,1
96.99578359536889,85.52508110893248,47.418474034232574,2838.598053621833,13,62.66803127701711,1
40.14258366602913,63.26350039884355,30.76610136832862,2335.997199336205,4,35.07556257460999,0
59.77988047139084,76.81942388986492,27.553511812838476,1120.321789039789,19,41.730101269134266,1
44.07026478534157,45.14800905469987,86.52146664897788,4804.478506493784,2,75.8095167541652,1
42.78723955019741,57.69343191462517,93.47180336652464,4359.168139333933,9,81.08846525813374,1
22.950955788362624,85.73095181683773,71.98304374114397,1406.9668684690805,12,65.6144670034186,1
68.76514671839175,56.741215773857114,28.27472918883867,3058.8507066060506,2,40.48917953572195,1
60.21432185830892,48.623861226035345,52.162177351059256,2939.3990780219756,6,53.85587752071817,1
24.118300099999146,59.53699578002399,78.31513600841258,3600.439452895337,5,65.33697026150314,1
42.29171713892892,86.25994019497747,82.38567072080545,5141.697091158054,5,76.21800648711329,1
92.6612708773323,46.81664378966982,29.457489783287087,3382.9029204599024,5,43.18003992519267,1
39.16495125335779,33.900927450859506,20.002457507630595,3193.042880537369,4,25.190763295175703,0
31.591589767297847,76.96112162646246,76.9709636704484,841.550078086387,9,72.33454706726857,1
59.15622082220504,86.07825701664655,48.52769407889645,901.9558848865149,10,55.07126413975846,1
98.85203632884806,28.050998281882666,40.35850652946082,1499.2645983685866,16,45.28661917773598,1
39.364421720920035,39.189929020475574,21.031797583162035,755.8597041203917,10,30.89261615064291,0
73.77084379247029,31.357759180879512,63.223952540919974,4168.09389873606,10,56.66426705915347,1
80.9295692262974,47.83531292657333,88.09205883407854,4071.985459171023,19,79.97949431198225,1
39.01100351939198,56.02807831243301,96.61053170180703,1253.0699252718862,10,82.44273046743864,1
78.25730788894876,79.90610695706451,65.25959604906313,4613.178723817348,6,71.3783972442016,1
49.422650617540256,72.09180679053392,61.156906219191534,1342.9729672613375,17,62.32990170172972,1
70.58446644748636,69.67428539827449,26.80451083913929,2045.6428175873223,5,44.42448837414739,1
70.68237686087159,48.18999572877235,63.90982412340798,1795.089115974552,6,62.33253586951591,1
62.86197472598068,87.3158042467808,50.39832631723157,2387.0740731506294,15,56.059528745275266,1
27.223181604352664,57.70297339185316,68.57082247068615,1822.386076271817,19,60.299106930478274,1
86.82419964713904,98.32839504121236,51.09810783012374,2946.9644469045697,18,62.901611625637265,1
45.66240519773886,70.73137106365894,39.22392987602934,2555.55783050249,4,44.77922705784993,1
34.92148083198834,30.101179325160217,27.59722201827012,5335.533555740767,8,27.106478190562807,0
23.262011324381113,74.09420496603472,45.19347556711166,868.4464806154832,16,47.80697741704125,1
67.27143545505935,46.00832123453592,27.73158674302018,1282.4706066592878,19,37.14573464222583,0
74.2051489473826,74.9061757348878,34.15175606591872,853.5642907612919,3,43.74516629033543,1
21.32702631422849,25.57129185299246,98.98689268636367,3604.0377359154036,10,78.26162275727887,1
60.96744466394248,33.99051497407675,55.52828455252949,861.644531585854,2,51.49053005850451,1
38.11966201583503,88.4589807124629,62.549741320401324,4614.910739405392,4,60.405984328917036,1
71.61382323275599,38.17436456188119,89.88948229897723,3057.3054272732534,6,79.56552318632293,1
33.94931432039932,86.9632900194352,99.64551203925502,3129.6365979913617,11,84.37306217965507,1
75.27501904819728,42.34208707635283,66.61715594757453,3295.653637018532,14,65.4535811817392,1
50.93882770404299,71.43055280469662,84.99790568353373,1419.9057902698114,16,72.17626039321816,1
94.93839909893876,75.53204588078648,46.155281946934025,1548.9134549495402,19,55.82053872983532,1
31.00167553167946,61.012380251604235,44.459516595783285,2130.3231497904226,2,48.07404462671667,1
47.285308084020684,44.4248541357385,52.21629767956482,3448.782795944887,17,48.93461429031261,1
29.077881699247126,37.01155010968769,73.80058101389193,1608.5653245130297,9,60.55065107065197,1
93.97548946228503,22.655148364994098,74.5753351404079,1158.392290239654,17,72.24466038063828,1
90.18714827047847,44.31571209925791,45.21915477195606,5256.561054808474,15,50.24311018568506,1
40.63533021721245,72.25302324250265,30.656793930930295,705.5127110861899,7,39.91988513338742,0
72.79872368273432,95.06438547587861,70.59170051724068,4452.947545612904,19,76.94203306597905,1
85.37777601609727,89.69635858104417,30.266068975101163,4382.568717960106,3,48.40442910044183,1
64.416064927957,81.28518212282421,66.2794006583464,2026.6277464564607,1,65.36097287253115,1
62.37204626848052,83.0757874602639,75.47377024450472,1251.0077568351044,4,73.4408425120332,1
39.34818327203614,73.19879227807962,76.04891971155612,1299.0175041860325,18,75.54352968566464,1
27.44822142447194,40.82294860528024,80.27776885276774,3947.6717627385237,8,65.4540663963371,1
91.77726063626613,92.57560245646638,89.82875372525316,3685.4716372136336,19,96.50571582273994,1
92.03344457306643,73.65858495246673,59.996719357183075,4357.179236406657,6,70.2694360829179,1
70.64811658186144,64.8352504784352,78.4199351623657,5099.909627515703,1,76.25459875144493,1
47.122383283896056,28.879157537078484,69.53381882926693,3921.2513436796416,8,60.66837284862807,1
47.93676596901287,55.764443504514034,34.93119518381461,1348.0873754469285,1,39.07737133944505,0
78.07645430961915,56.8286616961541,22.055171589552653,1768.5245604739712,19,35.49656233174592,0
91.76882079620617,89.16508876181359,42.7633108541547,4642.52990819095,11,55.696955718562705,1
90.96691394120938,63.731857615023074,55.44269650700955,1604.669164004201,15,61.88745048070234,1
82.3900436686099,50.43204391763277,69.3684755542925,948.1071213815108,11,65.75685624317585,1
71.36253169234303,98.14402628085274,87.99674644025643,3975.744259402802,19,84.19216417804721,1
26.731197199603905,28.857647466105256,35.69965733649325,2532.1265063526816,10,35.93011816071107,0
32.930297127569105,53.80387426495557,30.04398319187817,5016.192252220338,12,30.816294471234585,0
91.88433508216634,23.361974013712423,97.0783957979462,3721.2243412495754,1,87.01409972993241,1
68.5143247727672,79.19232966135442,28.643564750112567,1034.0110933999715,7,38.41772909834522,0
20.73576412933037,93.44612417593206,58.27928560857514,5149.711522817572,17,59.182058377843134,1
28.11772342928257,42.40298636403915,66.84509830346414,1841.0748654731804,10,56.954506591137076,1
73.08014152864446,88.66733414392966,63.30995367259506,2218.6199539501717,6,71.22172132730945,1
20.404926707697495,43.37745843695182,26.882572562635456,2530.8499856810017,17,27.72116964778206,0
32.86464411339989,92.86161293151322,24.56215312028955,845.8766227407036,18,32.03336563059672,0
63.89870314932689,80.31695228774271,28.438674196882854,2983.2740267069034,5,41.1633476816051,1
75.35161581541546,84.39254214731508,66.847014709809,1191.9287571614027,18,71.07385512237173,1
72.15690076020805,21.44052444803636,63.54759101074569,2524.6575681040886,17,58.25897220469506,1
37.941544756844785,97.02482856592208,38.69926336293954,2283.406982362005,16,48.48465599445225,1
76.97433770780287,78.13367936562585,71.02193134764732,4309.632400447216,8,71.852778306956,1
38.97992699974401,44.380087630890664,85.60540016445195,4455.21845583711,13,69.90097598462035,1
46.03197585274142,86.35157318870776,23.3263167877275,1336.3818354676223,16,34.18665633899818,0
79.71931240944193,42.521695873194396,59.85039548384339,2359.4456994202856,11,59.199893392026745,1
71.97063192377718,89.82030716529023,75.14483296821523,2392.0951729527924,6,75.82132670861405,1
87.93787283953424,29.00643123295496,40.184954165574965,1326.7701308932083,3,50.48335824278239,1
72.60903138402747,76.29487819686366,44.621672423451926,4432.576824245714,1,56.08096796671619,1
65.46468826683773,63.25587813159282,69.0910322391507,3994.6959760100317,18,69.04522593586721,1
27.493981426247398,27.722757615635267,91.83482347549895,1513.8325742257666,5,73.45891231058873,1
49.41726424475468,39.35150626070712,84.79395362423195,2360.2651612502355,13,73.2706275839859,1
41.216189414538036,20.992322902185183,66.65041752796668,1107.8641193112683,10,56.59657020750462,1
39.51917147032668,57.50143723716047,78.41773742057994,3615.391666046611,5,69.7720796066893,1
97.84084438019565,44.10122086080003,49.185797616623894,1182.5852378333743,14,55.801606282659236,1
51.44781797334083,67.86859874382071,71.27724224790062,5332.484009399605,17,63.60780389200293,1
91.36372441416907,43.77902461668938,57.294527290204556,4347.273958501739,1,59.639326911626966,1
70.49109007978103,43.993528920558774,35.19489091660488,2473.1450380031765,2,41.328514881377885,1
83.58490428333187,79.45545589852827,76.13906191018057,3377.1068749409014,7,76.25545116986532,1
60.21096744841537,23.851426878268278,64.51717098790576,4974.440717838762,10,56.65918496807897,1
66.15231077010873,92.23159961535897,48.68972655628731,3259.6765458999653,7,58.44189318158286,1
59.401415505509114,88.18110995129452,92.90713520629046,1437.5927347101847,16,88.70755361682379,1
35.61943902384356,73.42437465811253,21.67472942613866,2417.7761067895644,5,32.127355574427355,0
77.79616922092043,67.45772560859075,45.26185209995968,4647.095352142778,12,54.95626917169237,1
42.46178899526846,91.38419985117218,24.550511822211725,3692.2224767501657,17,38.78247266414369,0
21.945277314516307,34.82641436229716,81.32218529773017,3723.4770448022414,16,64.84187227287742,1
71.63778367257342,26.31753297526629,76.16859632910341,4760.743131304748,16,69.06192985255264,1
34.16885435256391,39.16081359276305,46.50817749890536,4891.070675820022,19,40.06242948178543,1
95.23668674823314,83.56626229601522,74.05303217656584,5015.004344541294,15,77.8889144265158,1
96.31428616020699,22.773621338118666,51.67497809567599,1055.2761276151493,12,53.031967612789444,1
93.18915121763588,66.62454680667918,80.50030331379475,3211.8048094228843,10,83.38492062793203,1
49.61269602043555,99.63500129530479,56.334693018936484,4154.44570184793,2,62.49561429608394,1
21.236529322309394,88.45568750700315,52.98237822653324,4233.248856609666,7,50.872589120664315,1
94.26548500701803,61.71565512348715,94.77839323906407,3512.2377694560187,13,90.93121389647175,1
54.254731865385146,25.091272742931388,40.07032799125602,1400.579208881636,3,41.77069697532902,1
97.33238552349357,86.50988115085678,29.635787199725236,4427.618658919989,15,48.142063197880944,1
97.08959816714022,67.91828065417684,66.76344906075666,4056.5344008717393,1,72.86610802397283,1
88.24075643738881,29.19463976476535,97.5457449827343,1013.4517034353742,3,80.9059161506722,1
43.55591136556686,27.508582785868498,50.227137098174936,2826.287158437006,10,40.42002539257316,1
50.807818288154024,92.7701455549274,24.96294109030252,1435.0915177046572,15,36.65341486707893,0
88.09093372134855,73.53602103504628,47.144421384765394,2219.8898194222647,6,57.54321758404499,1
45.35376041250221,86.34294394534044,60.474532345564675,686.7892425872901,15,65.15100583478876,1
33.5594197348874,90.31831202258138,32.9538405305771,2521.5833683716396,7,39.39649275725877,0
64.54410099666802,65.74178816386578,72.64817744451936,3239.4092215498104,5,68.68925276866776,1
94.89238193286248,61.3957081404033,99.81995112081604,3573.996445570017,4,93.49439207701059,1
75.68238373399784,54.43419282567922,56.13915807851551,3784.7536566178082,18,57.83025954895434,1
65.6048936071492,45.355727023289546,48.37828453841701,4614.1983028918075,3,49.41051073286407,1
27.77411950166148,54.76767686869694,52.05633334675733,1634.2219549235042,17,47.9777531234213,1
69.20057813593358,81.91037245841251,29.21169427161609,1178.312747704646,18,45.744405562321205,1
99.20430800834106,68.15387448121052,90.6618881140979,4687.378425110043,18,90.79931763077751,1
31.20672121892192,91.4018631963877,53.186052441708156,1351.7415114847195,2,55.66846301607738,1
61.46637218909894,55.47040115033502,50.98195291398731,5278.848390413737,13,56.536843588545494,1
90.18984575423643,68.56716629750032,72.77522183443794,4644.183501113457,15,75.77426380000301,1
79.26148942033635,70.5046042473591,55.36267367448988,3004.2077082700757,5,63.52657389137421,1
75.76125927962144,67.33577298450604,71.85867750462768,5310.822839625721,3,70.04453594776123,1
76.19872671896874,76.2107018468413,24.915703210463,1067.4082997184203,5,38.99505242469949,0
48.75929209758041,38.9946774699845,85.0978674977782,2054.715653640488,5,71.40283810058754,1
43.487347541159465,60.98910220366325,95.2403162303522,3663.477192194935,5,82.16624432468693,1
84.74889243828109,28.337984224667814,71.90123089275087,2280.032968671258,3,67.41371959855046,1
84.80907157433447,50.760906211585,96.36527430870485,5056.188249507801,3,88.4395433011753,1
89.3657854864083,59.01336548970115,32.11458514959706,915.0052232535243,18,48.68329198729816,1
93.05924420451771,72.17794076363779,58.1932951584283,3237.17679389263,4,66.96344061462123,1
60.90739190887503,96.04248420689628,68.14453871563578,3436.15808349655,1,70.21407511931143,1
60.12130357497597,68.05208532386847,66.53893179369493,3733.094994130676,16,65.79671183230145,1
83.86361431734201,79.48751329412478,52.11694232712346,1827.1978719927092,8,63.99441314893685,1
71.99711446222122,60.50128475961622,47.04675274930091,2349.9188520953494,17,54.371246492994494,1
76.15735018061628,70.72832251010651,30.145921804033506,4649.666542391893,8,46.11856049327999,1
83.66341355488808,25.674577290701876,51.33939604498225,1535.7252910567672,7,51.37290933103137,1
91.2004273454053,40.35132646734776,33.01286520843881,4568.965666432137,8,41.418445640667514,1
47.03961254812286,48.948247456411096,78.74925411937747,3300.7460299331633,12,68.12856748152547,1
50.04663621119552,57.799468400521086,36.7064748395672,4258.500053731594,16,41.06747509718226,1
27.51855518726952,23.6518996401907,24.68522442276271,4025.3153580646635,12,22.828659300511944,0
66.26241127969392,31.201927804265416,64.18929102537874,1596.0551778474191,19,60.14254070377586,1
22.875381903739367,42.14514462330446,67.61837861755212,3330.30113488259,10,57.71071849816635,1
57.24784145059681,97.72261527208406,89.75304490244044,4765.071133464444,7,88.75025588095255,1
63.411570776606126,46.50776056824406,66.15852899341455,2674.157936649261,12,59.278344995957696,1
42.92330017026275,58.5632846489666,47.63846829787566,5239.635697071921,5,46.68166041847252,1
67.26666084552086,35.68781701907143,84.24095052210563,2770.6324804882465,16,76.02299799422424,1
22.440019995123954,68.86240568606146,63.22231145499369,1285.3710560058466,9,58.317928108096524,1
22.987855099937153,42.45465724127794,26.34242277049534,2469.2864643728317,7,28.345677703304883,0
85.80804485277267,36.55940627507414,65.26804482505973,5168.171550674579,14,66.57045672653906,1
48.81525131290103,61.32581027567832,92.64148363373299,2134.6600768313,11,79.35028937654766,1
30.16484101215078,20.440463932833666,51.70501003985764,4766.871167361902,7,42.32684398433997,1
61.77946080438435,20.613122611938024,43.70606415198401,4830.0032720730715,10,41.260108729949934,1
81.59948424788887,37.52550472814862,31.477556561441602,2280.8953167934133,9,35.87722185162802,0
37.26568219974745,22.93770900006569,32.11564175482859,999.6367586430342,4,31.77709297518451,0
69.83123806552001,28.64206033045531,54.62171874734551,4077.8779639623276,16,51.96049270846558,1
26.82779719950144,47.10885194710013,67.65438593292237,2095.259035267133,10,56.98276590805233,1
24.134537693488618,84.20685436638503,26.44923241356814,4358.033348436347,19,32.93882124584414,0
62.50837052545184,65.76389146954406,95.16548712201326,2724.743271650079,17,85.82118689982188,1
63.25080972880852,61.01341807651331,80.41068939561568,2929.2803632445834,9,73.33003771861172,1
70.99439211985653,43.47910585664973,66.92991346269301,4333.965152392977,13,64.46509917557752,1
78.08730669781292,94.54029755462531,86.27509367511927,2435.343989095814,1,87.20506654511894,1
98.06816635700277,51.76120329897533,26.414940544969063,2727.0112575499898,2,40.37570854887507,1
61.30402786409562,26.96742134366172,58.14711021864995,2405.7142500941864,13,53.218759254699705,1
45.836517835299674,69.3653212894241,70.40745014893307,2363.2344733309437,9,66.9364729735987,1
83.61489558149628,29.107071478128113,86.29223248946315,3124.543569127005,7,77.25515836129932,1
41.66658010096594,47.61785142413537,82.67756480394141,4482.237333605523,16,73.92727880223363,1
55.11771365645089,60.592955097424706,42.16553997707197,2336.487897228316,19,47.50900937215213,1
26.276510507381275,89.93780197481406,95.27041356473634,3116.422658581136,7,86.31260836819335,1
22.028059473236603,59.48372642720949,29.947667314469626,3819.491162124484,6,34.41115700991368,0
